MAKE,MODEL,PRICE,YEAR,KILOMETER,FUEL TYPE,TRANSMISSION,COLOR,OWNER,SELLER TYPE,ENGINE CAPACITY ,MAX POWER,MAX TORQUE,DRIVETRAIN,LENGTH,WIDTH,HEIGHT,SEATING CAPACITY,FUEL TANK CAPACITY
Mahindra,Scorpio S10,21875,2015,67000,Diesel,Manual,White,First,Individual,2179,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,8,60
Hyundai,Venue SX 1.4 CRDi,29375,2021,37556,Diesel,Manual,White,First,Individual,1396,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
Maruti Suzuki,Alto VXi,6500,2012,54000,Petrol,Manual,Bronze,First,Individual,998,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620,1475,1460,5,35
Honda,Amaze 1.2 E i-VTEC,16250,2019,42000,Petrol,Manual,White,First,Individual,1198,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990,1680,1505,5,35
Volkswagen,Ameo Highline1.2L (P) [2016-2018],15625,2017,55000,Petrol,Manual,Bronze,First,Individual,1198,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3995,1682,1483,5,45
MG,Hector Sharp 2.0 Diesel [2019-2020],43125,2019,23952,Diesel,Manual,Red,First,Individual,1956,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4655,1835,1760,5,60
Maruti Suzuki,Wagon R LXI CNG (O),7475,2015,92000,CNG,Manual,Brown,Second,Individual,998,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35
Hyundai,i10 Sportz 1.2 AT Kappa2,9375,2013,34000,Petrol,Automatic,Red,First,Individual,1197,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
Maruti Suzuki,Celerio ZXi AMT,15975,2020,44300,Petrol,Automatic,Silver,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35
Maruti Suzuki,Ciaz VDi+ SHVS,14775,2015,65000,Diesel,Manual,White,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43
Mercedes-Benz,GLE 250 d,105000,2018,102000,Diesel,Automatic,Black,First,Individual,2143,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
Honda,City 1.5 S AT,6250,2009,110000,Petrol,Automatic,Grey,First,Individual,1497,118@6600,146@4600,FWD,4420,1695,1480,5,42
Kia,Seltos HTX 1.5 [2020-2021],34975,2021,11000,Petrol,Manual,Silver,First,Individual,1497,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315,1800,1645,5,50
Hyundai,Aura S 1.2 CNG,18500,2020,39000,CNG,Manual,Silver,First,Individual,1197,68 bhp @ 6000 rpm,95 Nm @ 4000 rpm,FWD,3995,1680,1520,5,65
Hyundai,i10 Magna,4375,2009,65000,Petrol,Manual,Blue,Second,Individual,1086,67@5500,99@2800,FWD,3565,1595,1550,5,35
BMW,3-Series 320d Luxury Line [2014-2016],93750,2019,42500,Diesel,Automatic,White,First,Individual,1995,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4624,2031,1429,5,
BMW,5-Series 530d M Sport [2013-2017],40000,2013,80000,Diesel,Automatic,Blue,Second,Individual,2993,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899,2094,1464,5,65
Maruti Suzuki,Wagon R LXi,7125,2013,25200,Petrol,Manual,White,First,Individual,998,68@6200,90@3500,,3539,1475,1700,5,35
Honda,City S Diesel,6250,2017,132683,Diesel,Manual,Bronze,First,Individual,1498,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440,1695,1495,5,40
Renault,Duster 85 PS Sandstorm Edition Diesel,15625,2017,81000,Diesel,Manual,White,First,Individual,1461,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315,1822,1695,5,50
Maruti Suzuki,Ritz VXI BS-IV,4750,2011,58888,Petrol,Manual,Maroon,Second,Individual,,,,,,,,,
BMW,5-Series 520d Luxury Line [2017-2019],120000,2019,30000,Diesel,Automatic,Black,First,Individual,1995,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65
Maruti Suzuki,Swift ZXi,14375,2015,50599,Petrol,Manual,White,Second,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
BMW,X1 sDrive20d xLine,70000,2017,29000,Diesel,Automatic,Brown,Second,Individual,1995,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
Honda,Jazz VX CVT Petrol,19625,2018,23000,Petrol,Automatic,Red,First,Individual,1199,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40
Land Rover,Discovery Sport HSE Luxury 7-Seater,114375,2019,50000,Diesel,Automatic,Blue,First,Individual,2179,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4600,2069,1724,7,65
Audi,Q3 35 TDI Premium + Sunroof,48750,2016,84878,Diesel,Automatic,White,Second,Individual,1968,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64
BMW,5-Series 520d Luxury Line [2017-2019],120000,2019,31000,Diesel,Automatic,Black,First,Individual,1995,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65
Toyota,Innova 2.4 VX 8 STR [2016-2020],49975,2019,71063,Diesel,Manual,Silver,First,Individual,2393,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735,1830,1795,8,55
Ford,Ecosport Ambiente 1.5L Ti-VCT,11875,2016,69001,Petrol,Manual,White,First,Individual,1499,110 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD,3999,1765,1708,5,52
Hyundai,Verna Fluidic 1.6 CRDi SX,10375,2014,62000,Diesel,Manual,Silver,Second,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
Hyundai,i20 Magna (O) 1.4 CRDI,9375,2012,82000,Diesel,Manual,White,First,Individual,1336,89 bhp @ 4000 rpm,219.744 Nm @ 1500 rpm,FWD,3995,1710,1505,5,45
Toyota,Etios V,7500,2011,49200,Petrol,Manual,Silver,First,Individual,1496,80 bhp @ 5600 rpm,132 Nm @ 3000 rpm,FWD,4265,1695,1510,5,45
Mahindra,Thar LX 4-STR Hard Top Petrol MT,37500,2021,8000,Petrol,Manual,Red,Second,Individual,1997,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD,3985,1820,1844,4,57
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],24375,2019,58000,Diesel,Manual,White,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
Maruti Suzuki,Alto VXi [2014-2019],9250,2015,64000,Petrol,Manual,Grey,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545,1490,1475,5,35
Hyundai,i10 Era 1.1 iRDE2 [2010-2017],6250,2012,48568,Petrol,Manual,White,First,Individual,1086,68 bhp @ 5500 rpm,99.08 Nm @ 4500 rpm,FWD,3585,1595,1550,5,35
Jaguar,XJ 3.0 V6 Portfolio,78750,2014,66500,Diesel,Automatic,White,First,Individual,2993,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD,5252,1899,1457,5,83
Mahindra,XUV500 W9 [2018-2020],27875,2018,58590,Diesel,Manual,Grey,First,Individual,2179,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585,1890,1785,7,70
Hyundai,i10 Era,3250,2009,59000,Petrol,Manual,Silver,Second,Individual,1086,67@5500,99@2800,FWD,3565,1595,1550,5,35
Maruti Suzuki,Swift VXi,7475,2013,47000,Petrol,Manual,Silver,First,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Hyundai,i20 Magna 1.2,7500,2014,40000,Petrol,Manual,Silver,First,Individual,1197,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3995,1710,1505,5,45
Skoda,Superb Sportline AT,83125,2021,13092,Petrol,Automatic,White,First,Individual,1984,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,4869,1864,1469,5,66
Audi,A4 35 TDI Premium,48750,2016,57057,Diesel,Automatic,White,First,Individual,1968,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63
Maruti Suzuki,Swift DZire VDI,12500,2015,90000,Diesel,Manual,White,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
Hyundai,i20 Active 1.2 SX,14875,2015,45000,Petrol,Manual,White,First,Individual,1197,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1760,1555,5,45
Maruti Suzuki,Celerio X Zxi AMT [2017-2019],12125,2018,44000,Petrol,Automatic,Grey,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3715,1635,1565,5,35
Mahindra,Thar LX 4-STR Convertible Diesel MT,42500,2021,17000,Diesel,Manual,Silver,First,Individual,2184,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985,1820,1855,4,57
Maruti Suzuki,Wagon R VXi 1.2,14475,2019,50860,Petrol,Manual,Grey,First,Individual,1197,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3655,1620,1675,5,32
Ford,Endeavour Titanium 2.0 4x2 AT,95000,2020,20000,Diesel,Automatic,Black,First,Individual,1996,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,RWD,4903,1869,1837,7,80
Toyota,Fortuner 2.8 4x2 AT [2016-2020],82250,2018,51000,Diesel,Automatic,White,First,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],106250,2018,24000,Diesel,Automatic,White,First,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66
Maruti Suzuki,Baleno Delta 1.2,13375,2017,34908,Petrol,Manual,Grey,First,Corporate,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
Renault,Duster 110 PS RXL 4X2 AMT [2016-2017],19375,2017,67000,Diesel,Automatic,White,First,Individual,1461,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315,1822,1695,5,50
Maruti Suzuki,Celerio VXi AMT,8625,2014,19000,Petrol,Automatic,Silver,Second,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
Skoda,Octavia RS,85000,2019,30600,Petrol,Automatic,Red,First,Corporate,1984,227 bhp @ 5500 rpm,350 Nm @ 1250 rpm,FWD,4689,1814,1496,5,50
BMW,5-Series 520d Luxury Line [2017-2019],112500,2018,49500,Diesel,Automatic,Black,First,Individual,1995,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65
Honda,Jazz V Petrol,13125,2016,18800,Petrol,Manual,Grey,First,Individual,1199,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40
Hyundai,Elite i20 Asta 1.2 [2016-2017],16250,2016,100000,Petrol,Manual,Grey,First,Individual,1197,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45
Hyundai,Creta 1.6 SX Plus AT Petrol,26850,2017,50050,Petrol,Automatic,White,First,Individual,1591,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270,1780,1630,5,60
Hyundai,Creta 1.6 SX,43750,2021,14000,Diesel,Manual,Black,First,Individual,1582,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60
Nissan,Terrano XL D Plus,14750,2014,55000,Diesel,Manual,Grey,Second,Individual,1461,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331,1822,1671,5,50
Ford,Mustang GT Fastback 5.0L v8,199750,2018,23000,Petrol,Automatic,Yellow,First,Individual,4951,396 bhp @ 6500 rpm,515 Nm @ 4250 rpm,RWD,4784,2080,1391,4,60.9
Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],43125,2020,35000,Diesel,Manual,White,First,Individual,1493,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4300,1790,1635,5,50
Maruti Suzuki,Celerio ZXi AMT [2019-2020],15750,2019,20734,Petrol,Automatic,Silver,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35
Mercedes-Benz,CLS 300d [2018-2019],174375,2020,15200,Diesel,Automatic,White,First,Individual,1950,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD,4988,1890,1435,5,66
Toyota,Fortuner 3.0 4x2 MT,34375,2013,83000,Diesel,Manual,White,First,Individual,2982,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80
Honda,Amaze 1.5 S i-DTEC,10625,2014,75000,Diesel,Manual,Brown,First,Individual,1498,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3990,1680,1505,5,35
Toyota,Innova 2.8 GX AT 8 STR [2016-2020],54900,2019,42794,Diesel,Automatic,White,First,Individual,2755,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735,1830,1795,8,55
Mercedes-Benz,V-Class Elite LWB,157500,2020,40000,Diesel,Automatic,Silver,First,Corporate,1950,161 bhp @ 4200 rpm,380 Nm @ 1200 rpm,RWD,5140,1928,1901,6,57
Maruti Suzuki,Alto LXi BS-III,5000,2008,41000,Petrol,Manual,Blue,First,Individual,796,47@6200,62@3000,,3495,1475,1460,5,35
Honda,City 1.5 S MT,6250,2009,72256,Petrol,Manual,Black,First,Individual,1497,118@6600,146@4600,FWD,4420,1695,1480,5,42
Audi,A3 35 TDI Premium Plus + Sunroof,73750,2018,17300,Diesel,Automatic,Red,First,Individual,1968,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50
Mahindra,Scorpio S6 Plus Intelli-Hybrid,24625,2017,68000,Diesel,Manual,White,First,Individual,2179,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,8,60
Hyundai,Venue S 1.0 AT Petrol [2019-2020],18750,2019,43600,Petrol,Automatic,White,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
Maruti Suzuki,Wagon R VXi (O),11250,2018,43000,Petrol,Manual,White,First,Individual,998,67.7 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3636,1475,1670,5,35
Maruti Suzuki,Vitara Brezza VXi,21225,2021,17283,Petrol,Manual,White,First,Individual,1462,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,3995,1790,1640,5,48
Maruti Suzuki,Swift DZire VXI,10750,2014,59000,Petrol,Manual,Blue,First,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
Maruti Suzuki,Ertiga VDI SHVS,18500,2017,88000,Diesel,Manual,White,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296,1695,1685,7,45
Mercedes-Benz,CLA 200 Petrol Sport,49375,2015,19000,Petrol,Automatic,White,First,Individual,1991,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,FWD,4630,1777,1432,5,
BMW,X7 xDrive40i M Sport,312500,2021,9500,Petrol,Automatic,White,First,Individual,2998,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,AWD,5151,2000,1805,6,83
Hyundai,Creta SX 1.6 AT Petrol,31500,2018,36000,Petrol,Automatic,Grey,First,Individual,1591,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55
Renault,Kwid RXT [2015-2019],6250,2017,32000,Petrol,Manual,White,First,Individual,799,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679,1579,1478,5,28
Hyundai,Verna SX (O) AT Anniversary Edition 1.6 VTVT,24375,2018,53300,Petrol,Automatic,Grey,First,Individual,1591,121 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4440,1729,1475,5,45
Audi,A4 Premium Plus 40 TFSI,103775,2022,1,Petrol,Automatic,Black,UnRegistered Car,Individual,1984,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,4762,1847,1433,5,54
BMW,X1 sDrive20d,81250,2020,32005,Diesel,Automatic,Blue,Second,Individual,1995,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4454,1798,1545,5,61
Ford,Endeavour Titanium 3.2 4x4 AT,86250,2018,35000,Diesel,Automatic,White,First,Individual,3198,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4892,1860,1837,7,80
BMW,X3 xDrive30i M Sport,167000,2022,18223,Petrol,Automatic,Blue,First,Individual,1998,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,AWD,4708,1891,1676,5,60
Mahindra,TUV300 T8,15000,2016,92000,Diesel,Manual,White,Second,Individual,1493,84 bhp @ 3750 rpm,230 Nm @ 1500 rpm,RWD,3995,1835,1839,7,60
Hyundai,Elantra 2.0 SX (O) AT,36625,2019,22000,Petrol,Automatic,Silver,Second,Individual,1999,150 bhp @ 6200 rpm,192 Nm @ 4000 rpm,FWD,4570,1800,1465,5,50
Hyundai,Verna Fluidic 1.6 VTVT SX,11875,2014,62000,Petrol,Manual,Silver,First,Individual,1591,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
Renault,Kiger RXZ AMT,25000,2022,4000,Petrol,Automatic,White,Second,Individual,999,71 bhp @ 6250 rpm,96 Nm @ 3500 rpm,FWD,3991,1750,1605,5,40
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],46250,2016,72000,Diesel,Automatic,White,First,Individual,2755,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735,1830,1795,7,55
Maruti Suzuki,Ciaz ZXI+,14250,2015,60798,Petrol,Manual,White,First,Individual,1373,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
Hyundai,Verna 1.6 VTVT SX AT,19250,2016,20000,Petrol,Automatic,White,First,Individual,1591,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4375,1700,1475,5,43
Honda,City V CVT Petrol [2017-2019],26000,2019,18000,Petrol,Automatic,Brown,First,Individual,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Mahindra,Scorpio SLE BS-IV,16875,2014,78000,Diesel,Manual,White,Second,Individual,2179,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430,1817,1975,8,60
Maruti Suzuki,Swift DZire VXI,11250,2014,52000,Petrol,Manual,Silver,First,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
Maruti Suzuki,Swift ZXi,20000,2022,10000,Petrol,Manual,White,First,Individual,1197,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3845,1735,1530,5,37
Tata,Safari 2.2 VX 4x2 Varicor400,55000,2021,32000,Diesel,Manual,Green,First,Individual,2179,154 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4655,1965,1922,7,63
Mahindra,XUV500 W10,26875,2015,138000,Diesel,Manual,Silver,First,Individual,2179,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70
Maruti Suzuki,DZire LDi,14000,2018,84500,Diesel,Manual,White,Third,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],11250,2016,47000,Petrol,Manual,Grey,Second,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Volvo,S90 Momentum D4 [2018-2020],104375,2018,20000,Diesel,Automatic,White,First,Individual,1969,190 bhp @ 4250 rpm,400 Nm @ 1750 rpm,FWD,4963,1879,1443,5,55
MINI,Cooper JCW Hatchback,130000,2022,0,Petrol,Automatic,Yellow,UnRegistered Car,Individual,1998,228 bhp @ 5200 rpm,320 Nm @ 1450 rpm,FWD,3850,1727,1414,4,44
Hyundai,Verna EX 1.6 CRDi [2017-2018],20250,2018,73000,Diesel,Manual,Red,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440,1729,1475,5,45
Mercedes-Benz,S-Class S 500,46875,2011,72000,Petrol,Automatic,Silver,First,Individual,4663,453 bhp @ 5250 rpm,700 Nm @ 1800 rpm,RWD,5246,1899,1494,4,80
Honda,Jazz S AT [2015-2016],13000,2015,42000,Petrol,Automatic,White,First,Individual,1198,87 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40
Mercedes-Benz,GLE 300d 4MATIC LWB,222500,2021,9000,Diesel,Automatic,Black,First,Individual,1950,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4924,2157,1772,5,93
Porsche,Panamera 3.0 Diesel,139750,2015,33000,Diesel,Automatic,White,First,Individual,,,,,,,,,
Maruti Suzuki,Swift VDi,10625,2015,36528,Diesel,Manual,Blue,Third,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850,1695,1530,5,42
Maruti Suzuki,Swift VXi,8125,2012,30000,Petrol,Manual,Blue,First,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
MG,Hector Sharp 1.5 DCT Petrol [2019-2020],47250,2021,17000,Petrol,Automatic,White,First,Individual,1451,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,,4655,1835,1760,5,60
Volvo,XC60 Inscription,48750,2016,79000,Diesel,Automatic,White,First,Individual,2400,215 bhp @ 4000 rpm,440 Nm @ 1500 rpm,AWD,4644,1891,1713,5,70
BMW,X3 xDrive-20d xLine,132500,2019,15087,Diesel,Automatic,Blue,First,Corporate,1995,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657,1881,1678,5,67
Mahindra,Scorpio S2,23750,2018,41000,Diesel,Manual,Blue,First,Individual,2523,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD,4456,1820,1930,8,60
Volvo,XC90 D5 Inscription,212500,2021,32500,Diesel,Automatic,White,First,Individual,1969,232 bhp @ 4250 rpm,480 Nm @ 1750 rpm,AWD,4953,2008,1776,7,71
Audi,A6 35 TDI Matrix,49375,2015,61000,Diesel,Automatic,White,Second,Individual,1968,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933,1874,1455,5,75
Mercedes-Benz,GLE 250 d,105000,2017,85000,Diesel,Automatic,Black,First,Individual,2143,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],87500,2019,55000,Diesel,Automatic,Black,Second,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66
Renault,Kwid CLIMBER 1.0 [2017-2019],9375,2017,45000,Petrol,Manual,Grey,UnRegistered Car,Individual,999,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679,1579,1478,5,28
Mercedes-Benz,GLA 200 d Sport,45625,2016,58000,Diesel,Automatic,White,First,Individual,2143,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4424,1804,1494,5,50
Mahindra,Thar LX 4-STR Hard Top Petrol AT,42750,2021,4400,Petrol,Automatic,Black,First,Individual,1997,150 bhp @ 5000 rpm,320 Nm @ 1500 rpm,AWD,3985,1820,1844,4,57
Maruti Suzuki,Celerio VXi AMT,9375,2014,35000,Petrol,Automatic,Red,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
Maruti Suzuki,Alto 800 Vxi,7125,2016,22346,Petrol,Manual,White,First,Individual,796,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35
Mahindra,Thar AX 6-STR Soft Top Petrol MT,46250,2021,23280,Petrol,Manual,Red,Second,Individual,1997,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD,3985,1820,1920,6,57
Maruti Suzuki,Ertiga ZDi,15525,2013,72000,Diesel,Manual,Blue,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265,1695,1685,7,45
Mitsubishi,Pajero 2.5 AT,36875,2016,82000,Diesel,Automatic,Grey,First,Individual,2477,176 bhp @ 4000 rpm,350 Nm @ 1800 rpm,RWD,4695,1815,1840,7,70
Toyota,Fortuner 3.0 4x2 AT,45000,2015,86000,Diesel,Automatic,White,Second,Individual,2982,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],9975,2018,38000,Petrol,Manual,Silver,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Hyundai,Creta 1.6 SX Plus Special Edition,22250,2015,138314,Diesel,Manual,White,First,Individual,1582,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,33125,2021,9900,Petrol,Automatic,Blue,First,Individual,1591,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
Mercedes-Benz,C-Class 220 CDI AT,132500,2022,12500,Diesel,Automatic,White,UnRegistered Car,Individual,2148,170@3700,410@2000,RWD,4596,1770,1447,5,66
Mercedes-Benz,E-Class E 220d Expression [2019-2019],119375,2018,51529,Diesel,Automatic,White,First,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80
Mahindra,Quanto C4,6225,2013,60000,Diesel,Manual,Red,First,Individual,1493,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3985,1850,1880,7,55
Maruti Suzuki,Celerio VXi (O) [2019-2020],12750,2019,48000,Petrol,Manual,White,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35
Jeep,Compass Limited 2.0 Diesel 4x4 [2017-2020],36250,2018,90000,Diesel,Manual,Black,First,Individual,1956,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,4395,1818,1640,5,60
Maruti Suzuki,S-Cross Delta 1.6,16000,2017,63000,Diesel,Manual,Grey,First,Individual,1598,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48
Maruti Suzuki,Celerio LDi [2015-2017],7475,2017,65822,Diesel,Manual,Silver,First,Individual,793,46 bhp @ 3500 rpm,125 Nm @ 2000 rpm,FWD,3600,1600,1560,5,35
Maruti Suzuki,Wagon R Duo LXi LPG,4875,2009,102000,LPG,Manual,White,First,Individual,1061,58@6000,77@4500,FWD,3520,1475,1660,5,35
Mercedes-Benz,S-Class 350 CDI L,37375,2011,72100,Diesel,Automatic,Red,Second,Individual,2987,235 bhp @ 4000 rpm,490 Nm @ 1800 rpm,RWD,5226,2120,1479,5,90
